Order ID,Order Date,Customer ID,Category,Sales,Quantity,Discount,Profit
CA-2014-125514,21-09-2014,BM-11650,Office Supplies,36.27,3,0,10.881
CA-2014-125514,21-09-2014,BM-11650,Office Supplies,6.48,1,0,3.1104
CA-2014-154599,12-04-2014,KN-16450,Technology,1075.088,14,0.2,94.0702
CA-2014-154599,12-04-2014,KN-16450,Technology,438.368,4,0.2,38.3572
CA-2014-154599,12-04-2014,KN-16450,Office Supplies,18.088,7,0.2,6.5569
CA-2014-154599,12-04-2014,KN-16450,Furniture,308.499,3,0.15,-18.147
CA-2017-158743,20-10-2017,IG-15085,Office Supplies,13.36,4,0,4.1416
CA-2017-158743,20-10-2017,IG-15085,Office Supplies,39.96,2,0,18.7812
CA-2017-158743,20-10-2017,IG-15085,Office Supplies,145.85,5,0,70.008
CA-2016-153318,25-10-2016,JS-15595,Technology,783.96,5,0.2,78.396
US-2015-110163,01-11-2015,GA-14725,Office Supplies,7.88,1,0.2,1.773
CA-2017-143329,03-11-2017,DL-13330,Furniture,41.37,3,0,17.3754
CA-2015-159380,12-05-2015,CS-12505,Office Supplies,12.84,3,0,5.778
CA-2015-159380,12-05-2015,CS-12505,Office Supplies,25.68,6,0,11.556
CA-2015-122623,07-09-2015,CC-12145,Furniture,47.516,2,0.3,-2.0364
CA-2015-148635,25-07-2015,MH-18025,Office Supplies,9.42,2,0,0.471
CA-2015-148635,25-07-2015,MH-18025,Office Supplies,12.96,2,0,6.2208
CA-2015-148635,25-07-2015,MH-18025,Furniture,704.9,5,0,56.392
CA-2015-148635,25-07-2015,MH-18025,Furniture,561.568,2,0.2,28.0784
CA-2015-135685,16-11-2015,MP-18175,Office Supplies,179.82,9,0,84.5154
CA-2015-135685,16-11-2015,MP-18175,Furniture,185.58,6,0,76.0878
CA-2015-135685,16-11-2015,MP-18175,Furniture,214.11,3,0,36.3987
CA-2015-135685,16-11-2015,MP-18175,Technology,999.96,4,0,229.9908
CA-2015-135685,16-11-2015,MP-18175,Furniture,653.55,3,0,111.1035
CA-2015-104626,01-09-2015,DR-12940,Office Supplies,114.6,5,0,51.57
CA-2015-104626,01-09-2015,DR-12940,Furniture,60.74,1,0,15.185
CA-2015-104626,01-09-2015,DR-12940,Furniture,124.36,2,0,27.3592
CA-2015-104626,01-09-2015,DR-12940,Office Supplies,1088.76,6,0,315.7404
CA-2016-160500,05-05-2016,DM-13015,Office Supplies,6.72,5,0.2,2.352
CA-2016-160500,05-05-2016,DM-13015,Furniture,298.776,3,0.2,7.4694
CA-2017-100202,31-12-2016,BD-11620,Technology,302.376,3,0.2,22.6782
CA-2017-131016,18-09-2017,DC-12850,Office Supplies,8.928,2,0.2,0.558
CA-2017-131016,18-09-2017,DC-12850,Office Supplies,47.584,2,0.2,-2.974
US-2014-112914,25-09-2014,MT-18070,Office Supplies,33.792,8,0.2,10.56
US-2014-112914,25-09-2014,MT-18070,Furniture,300.5328,2,0.32,-97.2312
US-2014-112914,25-09-2014,MT-18070,Office Supplies,2.724,2,0.8,-4.3584
US-2014-112914,25-09-2014,MT-18070,Office Supplies,3.264,2,0.2,1.1016
CA-2016-124149,23-04-2016,MJ-17740,Office Supplies,108.336,6,0.2,37.9176
CA-2016-124149,23-04-2016,MJ-17740,Office Supplies,55.92,5,0.2,6.291
CA-2016-124149,23-04-2016,MJ-17740,Office Supplies,78.304,2,0.2,29.364
CA-2014-148915,01-11-2014,ND-18370,Office Supplies,443.92,5,0.2,-94.333
CA-2014-148915,01-11-2014,ND-18370,Technology,155.976,3,0.2,54.5916
CA-2017-134649,26-01-2017,CA-11965,Office Supplies,15.47,7,0,4.1769
CA-2017-134649,26-01-2017,CA-11965,Office Supplies,7.16,2,0,3.4368
CA-2017-110842,11-11-2017,GA-14725,Office Supplies,10.89,1,0,2.8314
CA-2017-110842,11-11-2017,GA-14725,Office Supplies,19.44,3,0,9.3312
CA-2017-110842,11-11-2017,GA-14725,Office Supplies,121.6,5,0.2,39.52
CA-2016-147368,09-06-2016,TC-21295,Technology,695.7,2,0.5,-27.828
US-2015-104185,03-09-2015,JB-15400,Office Supplies,120.33,1,0,31.2858
US-2014-125521,14-03-2014,CK-12325,Furniture,1139.92,4,0,284.98
US-2017-135062,31-08-2017,RL-19615,Office Supplies,229.544,7,0.2,83.2097
CA-2017-135650,23-03-2017,AC-10660,Office Supplies,143.728,2,0.2,-32.3388
CA-2017-112865,18-05-2017,BH-11710,Technology,36.048,3,0.2,-0.9012
US-2016-162852,27-12-2016,BG-11695,Furniture,845.488,8,0.3,-12.0784
CA-2017-138163,17-11-2017,XP-21865,Office Supplies,50.94,3,0,14.2632
CA-2017-152093,10-09-2017,SN-20560,Office Supplies,762.594,3,0.8,-1143.891
CA-2017-157854,08-04-2017,DM-13345,Furniture,56.28,6,0,15.7584
CA-2017-157854,08-04-2017,DM-13345,Office Supplies,2690.97,3,0,1264.7559
CA-2016-123617,28-11-2016,AJ-10780,Office Supplies,7.434,6,0.7,-5.6994
US-2016-128293,02-06-2016,KC-16255,Office Supplies,64.784,1,0.2,-12.9568
CA-2017-107342,17-12-2017,VF-21715,Office Supplies,28.16,4,0,13.2352
CA-2016-136371,19-03-2016,SV-20935,Furniture,14.98,1,0,6.8908
CA-2016-136371,19-03-2016,SV-20935,Furniture,20.32,4,0,6.9088
CA-2017-137344,20-08-2017,EM-13810,Office Supplies,40.29,3,0,10.4754
CA-2017-169810,25-07-2017,RB-19360,Office Supplies,20.23,7,0,9.5081
CA-2016-128594,26-08-2016,DJ-13510,Furniture,1603.136,4,0.2,100.196
CA-2016-154690,15-08-2016,CC-12370,Furniture,225.296,2,0.2,22.5296
CA-2017-138975,19-05-2017,SC-20380,Technology,67.8,4,0,4.068
CA-2017-138975,19-05-2017,SC-20380,Technology,377.97,3,0,98.2722
CA-2017-138975,19-05-2017,SC-20380,Furniture,1628.82,9,0,374.6286
CA-2017-138975,19-05-2017,SC-20380,Office Supplies,286.93,7,0,140.5957
CA-2017-106537,12-08-2017,RH-19495,Office Supplies,20.736,4,0.2,7.2576
US-2017-103828,13-08-2017,JK-15370,Office Supplies,31.44,3,0,8.4888
US-2017-103828,13-08-2017,JK-15370,Office Supplies,83.79,7,0,22.6233
US-2017-103828,13-08-2017,JK-15370,Office Supplies,59.52,3,0,15.4752
US-2017-103828,13-08-2017,JK-15370,Office Supplies,31.92,4,0,9.2568
CA-2016-115588,10-11-2016,AF-10885,Office Supplies,14.72,5,0.2,-3.312
CA-2016-115588,10-11-2016,AF-10885,Office Supplies,38.976,3,0.2,-2.436
CA-2017-143861,12-06-2017,LC-16885,Furniture,17.088,2,0.2,1.068
CA-2014-148040,22-03-2014,BF-11275,Office Supplies,74.352,3,0.2,23.235
CA-2014-148040,22-03-2014,BF-11275,Furniture,314.352,3,0.2,-35.3646
CA-2017-135167,15-06-2017,SC-20800,Office Supplies,4.26,1,0,1.7466
CA-2017-137022,16-11-2017,SW-20275,Office Supplies,811.28,8,0,24.3384
US-2017-102638,29-12-2017,MC-17845,Office Supplies,6.03,3,0,2.9547
US-2016-167339,21-01-2016,TD-20995,Furniture,153.568,2,0.2,-5.7588
US-2016-167339,21-01-2016,TD-20995,Furniture,1013.488,7,0.2,76.0116
CA-2016-152072,15-01-2016,Dp-13240,Office Supplies,52.34,2,0,24.5998
CA-2016-152072,15-01-2016,Dp-13240,Office Supplies,4.66,2,0,1.3514
CA-2016-152072,15-01-2016,Dp-13240,Technology,254.97,3,0,91.7892
CA-2016-102932,19-09-2016,SD-20485,Office Supplies,25.44,6,0,12.72
CA-2016-102932,19-09-2016,SD-20485,Office Supplies,27.93,3,0,8.0997
CA-2014-165540,21-02-2014,TM-21010,Office Supplies,8.85,5,0.8,-13.7175
CA-2016-130799,11-11-2016,BK-11260,Furniture,6.96,4,0,2.2272
CA-2016-164483,30-01-2016,JF-15490,Office Supplies,17.456,2,0.2,5.8914
US-2016-159856,18-10-2016,EP-13915,Furniture,307.92,5,0.2,-34.641
CA-2017-102099,18-12-2017,EP-13915,Office Supplies,6.63,3,0,1.7901
CA-2017-102099,18-12-2017,EP-13915,Office Supplies,12.96,2,0,6.2208
CA-2017-102099,18-12-2017,EP-13915,Office Supplies,32.4,5,0,15.552
CA-2017-164049,02-11-2017,KH-16630,Office Supplies,23.85,5,0,10.7325
CA-2014-142727,29-04-2014,HG-14845,Furniture,51.96,2,0,12.99
CA-2014-142727,29-04-2014,HG-14845,Office Supplies,17.94,3,0,8.6112
CA-2017-139913,23-10-2017,JC-16105,Office Supplies,11.56,2,0,5.6644
CA-2017-139913,23-10-2017,JC-16105,Office Supplies,26.4,5,0,11.88
CA-2017-139913,23-10-2017,JC-16105,Furniture,69.08,11,0,29.0136
CA-2017-139913,23-10-2017,JC-16105,Technology,35.88,3,0,10.0464
CA-2014-169033,30-03-2014,KM-16720,Office Supplies,49.65,5,0,20.853
US-2016-164630,04-01-2016,EB-13975,Technology,959.968,4,0.2,119.996
US-2015-114839,26-04-2015,PW-19240,Furniture,408.422,2,0.3,-5.8346
CA-2015-166464,12-09-2015,PG-18895,Technology,479.984,2,0.2,59.998
CA-2015-166464,12-09-2015,PG-18895,Office Supplies,12.6,4,0,6.048
CA-2017-124898,11-09-2017,DB-12910,Office Supplies,184.66,7,0,84.9436
CA-2016-164035,12-06-2016,CR-12730,Office Supplies,23.12,5,0.2,8.381
CA-2016-153577,27-06-2016,KH-16330,Office Supplies,37.464,7,0.2,12.1758
CA-2016-153577,27-06-2016,KH-16330,Furniture,539.658,3,0.3,-7.7094
CA-2014-127586,26-09-2014,CS-12400,Office Supplies,310.12,2,0,80.6312
CA-2017-121615,03-11-2017,DL-12925,Office Supplies,8.56,2,0,3.852
CA-2017-121615,03-11-2017,DL-12925,Office Supplies,52.4,5,0,14.148
CA-2017-121615,03-11-2017,DL-12925,Office Supplies,14.94,3,0,6.8724
CA-2017-166415,19-02-2017,ME-17725,Office Supplies,11.22,3,0,0.2244
CA-2015-118444,05-11-2015,VD-21670,Office Supplies,387.136,4,0.2,24.196
CA-2014-113929,16-06-2014,CK-12205,Office Supplies,41.4,5,0,19.458
CA-2014-113929,16-06-2014,CK-12205,Office Supplies,35,4,0,10.5
CA-2014-113929,16-06-2014,CK-12205,Office Supplies,39.552,3,0.2,14.3376
CA-2015-134747,12-10-2015,DL-12925,Technology,135.72,3,0,35.2872
CA-2015-134747,12-10-2015,DL-12925,Office Supplies,12.56,2,0,5.652
CA-2015-134747,12-10-2015,DL-12925,Technology,263.96,4,0,71.2692
CA-2017-155047,27-08-2017,SE-20110,Office Supplies,5.952,1,0.2,0.372
CA-2016-160129,23-11-2016,LS-17200,Office Supplies,15.8,5,0.2,2.37
CA-2016-160129,23-11-2016,LS-17200,Furniture,14.368,2,0.2,3.9512
CA-2016-160129,23-11-2016,LS-17200,Furniture,70.448,7,0.2,12.3284
CA-2017-164329,30-01-2017,MM-17920,Office Supplies,129.3,2,0,6.465
US-2015-141453,30-11-2015,DB-13270,Office Supplies,3.882,3,0.8,-5.823
CA-2014-156993,28-06-2014,RW-19630,Office Supplies,6.08,1,0,3.04
CA-2014-157721,02-09-2014,JM-16195,Office Supplies,19.9,1,0,8.955
CA-2014-157721,02-09-2014,JM-16195,Furniture,70.71,1,0,4.9497
CA-2017-128629,10-07-2017,BP-11155,Furniture,18.84,3,0,7.9128
CA-2017-158106,04-06-2017,CT-11995,Office Supplies,8.64,3,0,2.5056
US-2017-120390,19-10-2017,TH-21550,Office Supplies,1633.188,4,0.7,-1306.5504
CA-2017-143434,18-11-2017,ME-17320,Furniture,19.76,4,0,8.2992
CA-2015-168564,08-08-2015,TT-21220,Office Supplies,6.608,2,0.2,2.2302
CA-2015-168564,08-08-2015,TT-21220,Office Supplies,7.28,2,0.2,2.73
CA-2015-168564,08-08-2015,TT-21220,Furniture,144.784,1,0.2,10.8588
US-2016-169040,06-12-2016,GT-14710,Technology,156.792,1,0.2,13.7193
US-2016-169040,06-12-2016,GT-14710,Technology,431.976,3,0.2,26.9985
US-2016-169040,06-12-2016,GT-14710,Office Supplies,35.89,1,0,16.1505
US-2016-169040,06-12-2016,GT-14710,Office Supplies,47.208,7,0.2,15.3426
US-2016-169040,06-12-2016,GT-14710,Office Supplies,248.08,7,0,116.5976
US-2016-169040,06-12-2016,GT-14710,Office Supplies,189.7,5,0,89.159
US-2016-169040,06-12-2016,GT-14710,Office Supplies,59.808,3,0.2,19.4376
CA-2017-155880,25-03-2017,JD-16150,Furniture,90.99,1,0,14.5584
CA-2017-155880,25-03-2017,JD-16150,Furniture,1526.56,7,0,427.4368
CA-2017-155880,25-03-2017,JD-16150,Furniture,368.97,3,0,40.5867
CA-2017-126242,19-11-2017,MC-18100,Office Supplies,305.01,9,0,76.2525
CA-2017-126242,19-11-2017,MC-18100,Furniture,18.7,1,0,7.106
CA-2016-166443,04-11-2016,LH-17020,Furniture,38.29,7,0,16.4647
CA-2017-169859,14-12-2017,MP-18175,Furniture,26.25,3,0,11.025
CA-2017-169859,14-12-2017,MP-18175,Office Supplies,64.96,14,0.2,22.736
CA-2017-169859,14-12-2017,MP-18175,Office Supplies,43.7,5,0,20.539
CA-2017-134915,12-11-2017,EM-14140,Technology,41.6,4,0.2,13
CA-2017-134915,12-11-2017,EM-14140,Office Supplies,23.12,5,0.2,8.381
CA-2017-134915,12-11-2017,EM-14140,Furniture,113.888,2,0.2,9.9652
CA-2017-134915,12-11-2017,EM-14140,Furniture,113.568,2,0.2,-5.6784
CA-2017-134915,12-11-2017,EM-14140,Technology,7.92,2,0.2,0.693
CA-2017-134915,12-11-2017,EM-14140,Technology,671.984,2,0.2,50.3988
CA-2016-153353,18-08-2016,GG-14650,Technology,39.99,1,0,11.5971
CA-2017-123638,27-06-2017,MA-17995,Furniture,191.646,3,0.1,31.941
CA-2017-168900,04-05-2017,SH-20395,Office Supplies,2.313,1,0.7,-1.9275
CA-2015-158456,24-12-2015,KT-16465,Office Supplies,19.936,4,0.2,7.2268
CA-2015-158456,24-12-2015,KT-16465,Office Supplies,45.92,4,0,21.5824
CA-2017-143665,26-04-2017,PO-19180,Office Supplies,20.34,3,0,9.3564
CA-2017-143665,26-04-2017,PO-19180,Office Supplies,39.28,8,0,19.2472
CA-2017-137428,16-12-2017,AY-10555,Furniture,81.568,2,0.2,9.1764
CA-2017-137428,16-12-2017,AY-10555,Furniture,97.184,2,0.2,6.074
CA-2017-137428,16-12-2017,AY-10555,Office Supplies,24.32,5,0.2,8.208
CA-2017-137428,16-12-2017,AY-10555,Furniture,18.96,2,0,7.584
CA-2014-162866,27-12-2014,Co-12640,Furniture,32.952,6,0.6,-19.7712
CA-2014-162866,27-12-2014,Co-12640,Office Supplies,30.016,4,0.2,3.0016
CA-2017-167941,06-11-2017,JF-15565,Office Supplies,499.584,3,0.2,43.7136
CA-2017-167941,06-11-2017,JF-15565,Office Supplies,31.104,6,0.2,10.8864
CA-2017-167941,06-11-2017,JF-15565,Office Supplies,13.272,8,0.7,-10.6176
CA-2017-167941,06-11-2017,JF-15565,Furniture,28.272,2,0.2,6.3612
CA-2017-167941,06-11-2017,JF-15565,Office Supplies,259.136,4,0.2,-51.8272
CA-2017-111808,16-12-2017,AR-10510,Office Supplies,10.8,5,0,5.184
CA-2015-137512,07-05-2015,AG-10675,Furniture,244.006,2,0.3,-31.3722
CA-2015-137512,07-05-2015,AG-10675,Office Supplies,15.936,4,0.2,5.3784
CA-2017-139773,04-12-2017,DV-13045,Furniture,188.552,7,0.3,-2.6936
CA-2017-134607,03-10-2017,HL-15040,Office Supplies,22.58,2,0,5.8708
CA-2014-109232,13-01-2014,ND-18370,Furniture,545.94,6,0,87.3504
CA-2015-139850,12-06-2015,GB-14575,Office Supplies,20.736,4,0.2,7.2576
CA-2015-139850,12-06-2015,GB-14575,Furniture,43.296,2,0.2,4.3296
CA-2014-131310,12-07-2014,CL-12565,Furniture,123.136,4,0.2,13.8528
CA-2014-131310,12-07-2014,CL-12565,Office Supplies,11.264,4,0.2,3.8016
US-2014-112872,06-12-2014,RC-19960,Office Supplies,53.424,3,0.2,4.6746
US-2014-112872,06-12-2014,RC-19960,Furniture,275.49,1,0.5,-170.8038
CA-2016-139269,25-05-2016,JB-16045,Furniture,24.96,4,0,6.24
CA-2016-139269,25-05-2016,JB-16045,Office Supplies,19.36,2,0,9.2928
CA-2016-139269,25-05-2016,JB-16045,Office Supplies,1267.65,9,0,152.118
CA-2016-139010,21-02-2016,MC-17635,Technology,12.99,1,0,0.7794
CA-2016-139010,21-02-2016,MC-17635,Office Supplies,18.56,4,0.2,6.496
CA-2016-139010,21-02-2016,MC-17635,Office Supplies,449.15,5,0,8.983
CA-2016-139010,21-02-2016,MC-17635,Office Supplies,31.248,7,0.2,10.9368
CA-2016-134376,02-10-2016,TT-21265,Office Supplies,61.44,3,0,16.5888
CA-2017-147291,11-03-2017,MJ-17740,Office Supplies,895.92,4,0,421.0824
CA-2016-112893,09-09-2016,AT-10735,Office Supplies,55.36,4,0.2,18.684
US-2014-150532,14-07-2014,PB-19150,Office Supplies,55.92,5,0.2,6.291
CA-2014-138317,21-06-2014,NW-18400,Office Supplies,24.896,4,0.2,8.4024
CA-2014-138317,21-06-2014,NW-18400,Furniture,3.984,1,0.2,0.6474
CA-2014-138317,21-06-2014,NW-18400,Technology,95.968,4,0.2,28.7904
CA-2014-138317,21-06-2014,NW-18400,Technology,206.991,3,0.7,-172.4925
CA-2014-138317,21-06-2014,NW-18400,Office Supplies,44.416,2,0.2,3.8864
CA-2014-138317,21-06-2014,NW-18400,Office Supplies,9.006,2,0.7,-7.2048
CA-2015-130610,05-07-2015,VP-21730,Office Supplies,19,5,0,8.93
CA-2017-104381,16-12-2017,RD-19810,Office Supplies,33.376,4,0.2,10.43
CA-2016-131499,08-09-2016,MG-17875,Office Supplies,207.48,1,0,62.244
CA-2014-148761,17-05-2014,PA-19060,Office Supplies,91.68,3,0,45.84
CA-2017-116519,13-10-2017,CR-12730,Office Supplies,904.9,5,0,253.372
CA-2014-130729,24-10-2014,AA-10375,Office Supplies,34.272,3,0.2,11.1384
CA-2016-124772,05-12-2016,JG-15160,Furniture,191.82,3,0,74.8098
CA-2016-115525,25-07-2016,RR-19525,Office Supplies,243.88,5,0.2,27.4365
CA-2017-134845,17-04-2017,SR-20425,Office Supplies,12.03,5,0.7,-9.223
CA-2017-134845,17-04-2017,SR-20425,Technology,2549.985,5,0.7,-3399.98
CA-2017-134845,17-04-2017,SR-20425,Office Supplies,21.594,2,0.7,-15.8356
CA-2017-134845,17-04-2017,SR-20425,Office Supplies,8.964,6,0.7,-6.5736
CA-2017-134845,17-04-2017,SR-20425,Office Supplies,20.736,4,0.2,7.2576
US-2015-138919,17-09-2015,LS-16975,Furniture,344.22,2,0.4,-103.266
US-2016-160528,23-08-2016,MH-18115,Office Supplies,727.296,8,0.2,-172.7328
US-2016-160528,23-08-2016,MH-18115,Furniture,22.608,3,0.6,-10.1736
US-2016-160528,23-08-2016,MH-18115,Technology,666.4,7,0.2,-33.32
CA-2015-123568,08-11-2015,SC-20095,Office Supplies,5.04,3,0,0.2016
CA-2015-123568,08-11-2015,SC-20095,Office Supplies,92.94,3,0,41.823
CA-2015-123568,08-11-2015,SC-20095,Furniture,66.69,3,0,22.0077
CA-2015-123568,08-11-2015,SC-20095,Office Supplies,91.68,5,0.2,28.65
CA-2017-124674,17-11-2017,JB-16000,Furniture,327.7328,2,0.32,-14.4588
CA-2015-164441,08-11-2015,AC-10450,Office Supplies,52.272,11,0.2,17.6418
CA-2015-164441,08-11-2015,AC-10450,Office Supplies,17.94,3,0,8.073
CA-2017-169054,22-04-2017,MO-17800,Furniture,254.352,3,0.2,0
CA-2014-106719,24-08-2014,RB-19645,Office Supplies,8.288,2,0.2,2.6936
CA-2017-116855,17-12-2017,AI-10855,Furniture,504.9,5,0,80.784
US-2016-164189,24-03-2016,DR-12880,Technology,403.168,4,0.2,25.198
CA-2015-168480,21-09-2015,DM-12955,Furniture,194.32,4,0,31.0912
CA-2015-168480,21-09-2015,DM-12955,Office Supplies,25.99,1,0,7.5371
US-2016-114293,21-11-2016,JH-16180,Furniture,195.136,4,0.2,-12.196
CA-2017-134173,16-09-2017,AB-10060,Office Supplies,20.736,4,0.2,7.2576
US-2015-123960,11-06-2015,BD-11605,Technology,53.7,6,0,10.203
US-2015-123960,11-06-2015,BD-11605,Office Supplies,36.26,7,0,16.6796
US-2015-123960,11-06-2015,BD-11605,Office Supplies,56.3,2,0,15.764
US-2015-123960,11-06-2015,BD-11605,Office Supplies,32.4,5,0,15.552
US-2015-123960,11-06-2015,BD-11605,Furniture,29.16,2,0,10.7892
CA-2017-101749,03-10-2017,AS-10045,Furniture,171.288,3,0.2,-6.4233
US-2016-147991,05-05-2016,ZD-21925,Furniture,16.72,5,0.2,3.344
CA-2017-149559,11-09-2017,KF-16285,Office Supplies,12.96,2,0,6.2208
CA-2017-149559,11-09-2017,KF-16285,Office Supplies,22.18,2,0,10.8682
CA-2017-149559,11-09-2017,KF-16285,Furniture,2054.272,8,0.2,256.784
CA-2015-135174,30-04-2015,BP-11230,Technology,1022.97,5,0.4,-255.7425
CA-2017-125290,06-11-2017,CC-12430,Office Supplies,13.9,5,0,3.614
CA-2017-125290,06-11-2017,CC-12430,Office Supplies,26.38,1,0,12.1348
CA-2014-137351,30-09-2014,DB-13615,Office Supplies,43.176,7,0.2,13.4925
CA-2017-121419,02-04-2017,TC-21475,Furniture,411.8,2,0,70.006
CA-2017-121419,02-04-2017,TC-21475,Technology,360,4,0,129.6
US-2017-148054,06-10-2017,NZ-18565,Furniture,41.96,2,0,2.9372
US-2017-148054,06-10-2017,NZ-18565,Office Supplies,227.84,4,0,66.0736
US-2017-148054,06-10-2017,NZ-18565,Office Supplies,37.94,2,0,18.2112
CA-2016-128517,09-04-2016,SW-20350,Technology,517.9,2,0,134.654
CA-2016-128517,09-04-2016,SW-20350,Office Supplies,5.28,2,0,2.4288
US-2015-100377,28-08-2015,TS-21370,Technology,2799.96,5,0.2,874.9875
CA-2017-131492,19-10-2017,HH-15010,Office Supplies,8.96,2,0,4.3008
CA-2017-131492,19-10-2017,HH-15010,Office Supplies,31.5,10,0,15.12
CA-2017-131492,19-10-2017,HH-15010,Furniture,30.56,2,0,10.3904
CA-2017-131492,19-10-2017,HH-15010,Furniture,24.368,2,0.2,-3.3506
CA-2016-144554,07-11-2016,DM-13345,Technology,119.976,3,0.2,22.4955
CA-2017-127621,03-03-2017,RE-19450,Office Supplies,26.88,8,0.2,9.744
CA-2015-145184,27-11-2015,JD-16150,Technology,83.97,3,0,23.5116
CA-2015-145184,27-11-2015,JD-16150,Technology,104.97,3,0,7.3479
CA-2017-106859,13-03-2017,BF-11215,Office Supplies,90.8,8,0,25.424
CA-2017-106859,13-03-2017,BF-11215,Technology,140.736,8,0.2,49.2576
CA-2017-106859,13-03-2017,BF-11215,Technology,214.95,5,0,88.1295
CA-2017-106859,13-03-2017,BF-11215,Office Supplies,45.36,7,0,21.7728
CA-2017-106859,13-03-2017,BF-11215,Office Supplies,288.24,6,0,138.3552
US-2017-120089,30-11-2017,ML-17755,Office Supplies,663.936,4,0.2,82.992
CA-2014-119375,17-11-2014,YC-21895,Office Supplies,2934.33,7,0,792.2691
CA-2014-119375,17-11-2014,YC-21895,Furniture,124.41,3,0,14.9292
CA-2014-119375,17-11-2014,YC-21895,Office Supplies,57.75,5,0,26.565
CA-2016-125206,03-01-2016,LR-16915,Office Supplies,114.46,2,0,28.615
CA-2015-126137,03-10-2015,BS-11755,Furniture,120.666,2,0.15,18.4548
CA-2014-143903,20-07-2014,KM-16375,Office Supplies,342.864,3,0.2,38.5722
CA-2014-143903,20-07-2014,KM-16375,Furniture,16.74,5,0.6,-14.229
CA-2014-143903,20-07-2014,KM-16375,Furniture,981.372,2,0.3,-140.196
CA-2014-104780,21-05-2014,BT-11530,Office Supplies,31.84,8,0,10.5072
CA-2017-101182,04-09-2017,KB-16405,Office Supplies,12.96,2,0,6.2208
CA-2017-101182,04-09-2017,KB-16405,Technology,43.176,3,0.2,15.1116
US-2017-132297,27-05-2017,DW-13480,Office Supplies,58.34,2,0,28.0032
US-2017-132297,27-05-2017,DW-13480,Technology,539.97,3,0,134.9925
CA-2014-100328,28-01-2014,JC-15340,Office Supplies,3.928,1,0.2,1.3257
CA-2017-118773,09-02-2017,TP-21415,Office Supplies,252.784,4,0.8,-417.0936
CA-2017-118773,09-02-2017,TP-21415,Technology,127.984,2,0.2,15.998
CA-2017-118773,09-02-2017,TP-21415,Furniture,3.984,2,0.6,-2.6892
CA-2017-118773,09-02-2017,TP-21415,Office Supplies,12.992,2,0.8,-32.48
US-2017-159205,31-03-2017,DB-12910,Furniture,61,5,0,25.62
US-2017-159205,31-03-2017,DB-12910,Technology,671.93,7,0,188.1404
CA-2016-112123,03-03-2016,BH-11710,Office Supplies,447.86,7,0,219.4514
CA-2016-112123,03-03-2016,BH-11710,Technology,479.95,5,0,129.5865
CA-2016-112123,03-03-2016,BH-11710,Office Supplies,166.44,3,0,79.8912
CA-2015-114468,23-08-2015,TD-20995,Office Supplies,31.68,4,0.2,2.772
CA-2015-114468,23-08-2015,TD-20995,Office Supplies,10.368,2,0.2,3.6288
CA-2015-114468,23-08-2015,TD-20995,Office Supplies,12.032,8,0.2,2.256
CA-2015-114468,23-08-2015,TD-20995,Office Supplies,5.768,2,0.8,-13.5548
CA-2017-135692,27-04-2017,CV-12805,Office Supplies,33.12,4,0.2,11.592
CA-2017-135692,27-04-2017,CV-12805,Furniture,220.2656,4,0.32,-42.1096
CA-2017-131233,14-04-2017,CS-12355,Office Supplies,10.776,3,0.2,3.5022
CA-2017-131233,14-04-2017,CS-12355,Furniture,242.352,3,0.2,9.0882
CA-2017-119578,22-12-2017,JG-15310,Office Supplies,695.16,6,0,34.758
CA-2017-119578,22-12-2017,JG-15310,Furniture,220.98,1,0,50.8254
CA-2016-124562,08-12-2016,JP-16135,Office Supplies,12.957,7,0.7,-9.5018
US-2017-140074,23-03-2017,EC-14050,Office Supplies,25.68,6,0,11.556
CA-2016-103037,25-07-2016,KH-16630,Office Supplies,15.712,4,0.2,5.6956
CA-2017-127460,10-07-2017,FG-14260,Office Supplies,298.464,6,0.2,26.1156
CA-2016-121671,17-07-2016,AA-10480,Office Supplies,21.93,3,0,10.0878
CA-2016-121671,17-07-2016,AA-10480,Office Supplies,242.94,3,0,4.8588
CA-2016-121671,17-07-2016,AA-10480,Office Supplies,7.64,1,0,3.7436
CA-2016-121671,17-07-2016,AA-10480,Office Supplies,51.84,8,0,25.4016
CA-2016-121671,17-07-2016,AA-10480,Office Supplies,265.17,1,0,47.7306
CA-2016-150350,23-08-2016,MS-17770,Technology,837.6,3,0.2,62.82
CA-2016-150350,23-08-2016,MS-17770,Office Supplies,135.9,5,0,63.873
CA-2016-150350,23-08-2016,MS-17770,Office Supplies,34.68,6,0,16.9932
CA-2016-150350,23-08-2016,MS-17770,Furniture,532.704,6,0.2,-39.9528
CA-2016-150350,23-08-2016,MS-17770,Office Supplies,43.1,5,0,11.206
CA-2016-150350,23-08-2016,MS-17770,Office Supplies,15.88,4,0,0.1588
CA-2015-121720,11-06-2015,JE-15610,Furniture,1123.92,5,0.2,-182.637
CA-2015-121720,11-06-2015,JE-15610,Technology,249.584,2,0.2,31.198
CA-2015-121720,11-06-2015,JE-15610,Furniture,48.672,3,0.2,7.3008
CA-2015-121720,11-06-2015,JE-15610,Office Supplies,60.768,2,0.2,7.596
CA-2015-121720,11-06-2015,JE-15610,Office Supplies,78.6,5,0.7,-62.88
CA-2015-121720,11-06-2015,JE-15610,Office Supplies,3.768,2,0.7,-3.14
CA-2015-121720,11-06-2015,JE-15610,Office Supplies,1036.624,2,0.2,51.8312
